,CANT,CVE_ART,DESCR,PRECIO_UNITARIO,COSTO_UNITARIO,COSTO_UNITARIO_CALCULADO,SUBTOTAL_PARTIDA
928,3,BO00066,BOB 8020 CAL.22 2.8MMØX3MT GAZA 50MM 127,2481.59,0.0,0.0,7444.77
929,4,47980626,"BANDA MED. LUNA 22.1/2""x6"" 3kW 460V",1130.5,457.78,457.78,4522.0
930,1,TUE00371,"TUB INOX 1/4""ØX150CM 900W 230V 27DOBLEZ",1284.0,249.45,249.45,1284.0
931,1,TUE00172,"TUB INOX 1/2""ØX670MM 22.5W480V BRIDA 6""",25258.15,2754.67,2754.67,25258.15
932,1,TP0007,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 7 MT,668.0,210.24,210.24,668.0
933,1,BN00158,BAN MICA INOX 33mmØx26mm 100W 230V CAJA,758.5,0.0,120.77,758.5
934,3,BO00044,BOB 8020 4MMØX600MM 1000W 127V T/OJILLO,525.0,10.82,10.82,1575.0
935,6,TUE00075,"TUB INOX 5/16""ØX700MM 780W 220V ""M"" ESPE",625.2,43.81,43.81,3751.2
936,3,TUE00198,"TUB INOX 5/16""ØX795MM 780W 120V T/TORNI",625.2,48.94,48.94,1875.6
937,1,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,155.0,78.65,78.65,155.0
938,3,TUE00122,"TUB INOX 5/16""Øx132MM 1000W 230V ESP/CAB",983.0,227.62,227.62,2949.0
939,1,TJ00081,TER J 6MMØX21MM EXT.1.5MTS MALLA/RESORTE,535.0,0.0,66.88,535.0
940,1,TP0001,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,125.0,48.2,48.2,125.0
941,1,TP0002,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,155.0,62.95,62.95,155.0
942,1,TUE00267,"TUB INOX 5/16""ØX296MM 1300W 110V ""M"" ESP",1048.97,6587.67,6587.67,1048.97
943,2,TUA00472,"TUB INOX 1/2""ØX345MM 500W240V U BUSH-M18",1056.35,348.7,348.7,2112.7
944,2,TUA00437,"TUB INOX 1/2""ØX246MM 3000W480V ""M"" BUSH",985.0,242.78,242.78,1970.0
945,1,PJ06C1CHB000,"TER J 6MMØX2""  EXT.50CM F/SILICON Z/PIN",661.2,0.0,31.14,661.2
946,20,PT00011,PT-100 FORMA ESPECIAL EXT. DE 1.5 MTS,935.0,185.95,185.95,18700.0
947,6,TUA00258,"TUB INOX 7/16""Øx190mm 2000W 400V BUS/LAT",2177.5,457.71,457.71,13065.0
948,3,BN00055,BN INOX 111MMØX85MM 1000W127V CIERRE STD,1991.0,0.0,182.87,5973.0
949,10,ABRAZA01,ABRAZADERA INOX PARA AJUSTE 2 pz c/u,123.0,4.8,4.8,1230.0
950,3,TUS00001,"TUB RECTA 1/2øX800mm 950W 140V""",705.5,135.18,135.18,2116.5
951,3,TUS00002,"TUB RECTA 1/2""ØX800MMLON 1000W 73V T/TOR",705.5,136.6,136.6,2116.5
952,7,TP0007,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 7 MT,606.0,210.24,210.24,4242.0
953,1,TP0016,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",813.0,260.2,260.2,813.0
954,8,CBS00043,"CART INOX 3/4""x24"" LONG 1500W 220V",764.8,216.17,216.17,6118.4
955,1,TP0005,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT,265.08,97.49,97.49,265.08
956,1,TP0015,"TERMOPAR CERAMICO T/K"" LONG 18"" CAL 8""",597.0,173.0,173.0,597.0
957,5,TUA00134,"TUB ""J"" Ø 8 MM X 240 CM 5500 W 220 V",1551.2,0.0,333.77,7756.0
958,1,BN00265,BAN INOX 192MMØX150MM 3500W 440V C/ALLEN,1584.6,0.0,369.86,1584.6
959,2,RP00212,REPACION A SELLADORA DE BANDA CONTINUA,674.82,0.0,88.53,1349.64
960,2,BOBINA004,RESIST TIPO BOBINA CAL. 6 DSD 30 KW 440V,18482.78,2613.6,2613.6,36965.56
961,3,RPISTOLA01,PISTOLA DE AIRE 3500W 220V,720.0,0.0,129.95,2160.0
962,1,BC00029,BC INOX 245MMØX346MM 6KW 480V EXT3MTS,9700.0,0.0,0.0,9700.0
963,1,TP00012,"TIRA INOX 38MMX60CM 1000W220V T/TIPO ""C""",653.0,223.04,223.04,653.0
964,2,TUE00373,"TUB INOX 5/16""ØX76CM 1200W 230V ESP",1100.0,0.0,43.93,2200.0
965,2,TUA00009,"TUB INOX 7/16""ØX510MM ""U""8000W 440V TAP",2186.0,0.0,1062.78,4372.0
966,10,MA00001,"TERMOPOZO COBRE 3/8""x126mm 1/2""A1/2"" NPT",351.64,0.0,144.47,3516.4
967,2,EE00067,FAB BOB 100MMX200MM 4500W480W AHOGA/ALUC,1974.31,0.0,360.69,3948.62
968,1,EE00068,FAB BOB 100MMX500MM 7500W480W AHOGA/ALUC,2874.31,0.0,886.73,2874.31
969,2,CBE00032,"CBE 5/8""ØX1.75MTLON 1500W440V T/PLICA",2215.0,0.0,610.78,4430.0
970,2,BB1 1/2X1/2-300W,"BOQUILLA 11/2X1""1/2"" 300W 240V""",462.0,253.0,253.0,924.0
971,4,TEE00017,"ELEM K CAL. 8 x12"" C/FUNDA CERAMICA",2218.27,0.0,1204.71,8873.08
972,2,TUE00374,"TUB INOX 1/4""ØX155MM 930W127V ESP-7DOBLE",612.6,0.0,71.02,1225.2
973,5,TUE00216,"TUB INOX 3/8""Øx4040mm ESP 4000W 254V",3200.0,0.0,1048.9,16000.0
974,12,CBS00075,"CBS INOX 5/8""ØX152MM 400W 220V EXT.35CM",781.0,0.0,126.46,9372.0
975,15,CS58K2105AA1,"CAS INOX 5/8""ØX5 1/2"" 1050W 240V ESC90°",1180.0,0.0,191.22,17700.0
976,20,ECQ-00972,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",1475.3,314.44,314.44,29506.0
977,20,PT00090,PT-100 6MMØX6CM EXT 4MT TEFLON 4HILOS,1144.58,363.31,363.31,22891.6
978,20,TP0025,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT""",330.8,92.32,92.32,6616.0
979,4,TUE00034,"TUB INOX7 /16x115CMS CLIP15KW220V PLACA""",2621.15,741.05,741.05,10484.6
980,2,TJ00094,"TER J 1/4""ØX6"" EXT3MT CONEC/DESLIZ 1/4""Ø",519.14,0.0,119.95,1038.28
981,1,TUA00462,"TUB INOX 5/16""ØX25CM 3000W240V ""U""T/PUMA",1443.3,470.05,470.05,1443.3
982,1,TUE00365,"TUB INOX 5/16""ØX315MM 3KW240V 3 ELIPSES",1033.0,0.0,217.51,1033.0
983,1,TK00066,TER K  PUNTA PINX60CM MALLA INOX ZAP/PIN,295.0,39.22,39.22,295.0
984,10,TP0004,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2.5 MT,386.0,84.41,84.41,3860.0
985,1,TP0016,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",813.1,260.2,260.2,813.1
986,1,TUA00249,"TUB INOX 1/2""Øx650mm U 12KW 220V TAPON",3450.74,1216.54,1216.54,3450.74
987,1,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,225.0,78.65,78.65,225.0
988,1,RC00030,"RC 5/8""ØX75CM 4200W 480V CLAVIJA T/PLANC",2256.35,0.0,927.84,2256.35
989,3,TP0016,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",732.0,260.2,260.2,2196.0
990,12,CS34S2075A00,"CAS INOX 3/4""ØX16"" 750W 240V EXT.30CM",745.0,0.0,240.58,8940.0
991,10,CS34S2100A00,"CAS INOX 3/4""ØX16"" 1000W 240V EXT.30CM",864.2,0.0,226.8,8642.0
992,2,TU5/16X230MM,"TUBULAR  J"" 5/16"" 230MM 4500W 220V""",999.91,226.23,226.23,1999.81
993,1,47980590,"TUBULAR U"" 11mmØx510mm 3kW 460V 3pz""",1800.0,693.77,693.77,1800.0
994,1,93980461,"TERMOPAR K DOBLE CAL8 x18 FUND INOX 316""",2068.5,1261.99,1261.99,2068.5
995,1,93980465,TERMOPAR K DOBLE CAL14x21 FUNDA CERAMICA,3213.0,0.0,1165.13,3213.0
996,4,54020219,"TER EK DOBLE1/2Øx12""x24"" EN INOX-T316""",2464.2,0.0,1067.99,9856.8
997,20,PT00047,"PT-100 3/16""Øx3 1/2"" LONG EXT3MTS,3HILOS",810.0,313.65,313.65,16200.0
998,1,P25601AB0600,"PT-100 5/16""ØX1MT CON1/2""-1/2""NPT C/MARI",1075.31,0.0,521.55,1075.31
999,8,CS12N1050A00,"CAS INOX 1/2""ØX8"" 500W 127V EXT30CM",753.5,0.0,127.11,6028.0
1000,1,TUS00126,"TUS INOX 5/16""ØX30CM 1000W 127V ""U""",497.89,42.8,42.8,497.89
1001,3,BC00010,"BC PLANA 6""LARx4 1/4""ANC 2000W 220V C/TJ",2400.0,0.0,679.75,7200.0
1002,2,RB00003,BOB 8020 CAL.19 1612W 127V CER-10CANALES,647.0,100.13,100.13,1294.0
1003,2,RB00010,BOB 8020 CAL.19 1612W 127V CER-8CANALES,647.0,894.91,894.91,1294.0
1004,2,CS12F1040A00,"CAS INOX 1/2""ØX3"" 400W 127V EXT.30CM",562.5,0.0,102.31,1125.0
1005,2,TP0016,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",813.1,260.2,260.2,1626.21
1006,9,CAS00084,CAS INOX 12.5MMØX165MM 300W 280V EXT.1MT,764.39,137.83,137.83,6879.51
1007,1,CAS00085,CAS INOX 12.5MMØX265MM 400W 280V EXT.1MT,941.77,203.69,203.69,941.77
1008,1,CAS00086,CAS INOX 12.5MMØX85MM 150W 280V EXT.1MT,669.35,126.54,126.54,669.35
1009,2,BP00268,BAN P INOX 75MMX254MM 350W 127V T/TOR,863.0,68.35,68.35,1726.0
1010,1,TUA00098,"TUB INOX.5/16""Øx473mm U 2500W 220V TAPO",1045.31,388.11,388.11,1045.31
1011,2,BP00268,BAN P INOX 75MMX254MM 350W 127V T/TOR,901.5,68.35,68.35,1803.0
1012,3,TUA00468,"TUB INOX 7/16""ØX595MM 5000W 220V ""U"" BUS",1064.0,330.66,330.66,3192.0
1013,20,ECQ-00972,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",1475.3,331.61,331.61,29506.0
1014,1,ECQ-00974,TUBULAR 11mmØx450mm 4500W 480V 6pz,3730.0,1388.82,1388.82,3730.0
1015,1,TP0011,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",485.0,144.4,144.4,485.0
1016,2,TUE00081,"TUB INOX 1/4""Øx355MM 4500W230V ESP/PLAC",2278.45,0.0,436.59,4556.9
1017,1,TUA00473,"TUB INOX 5/16""ØX205MM 1000W 127V ""U"" BUS",817.89,0.0,176.15,817.89
1018,1,BB1 1/2X1/2-300W,"BOQUILLA 11/2X1""1/2"" 300W 240V""",385.0,253.0,253.0,385.0
1019,10,TP0004,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2.5 MT,386.0,77.13,77.13,3860.0
1020,3,TUE00161,"TUB INOX 1/4""Øx150MM 900W 220V ESP/NAYLA",1784.35,0.0,112.39,5353.05
1021,4,CS12J1075A00,"CAS INOX 1/2""ØX5"" 750W127V EXT.30CM",657.58,107.5,107.5,2630.32
1022,4,CAE00045,"CAS INOX 1/2""ØX41/2"" 500W127V ESCUADRA",779.5,158.36,158.36,3118.0
1023,2,TP0008,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,435.72,265.64,265.64,871.44
1024,2,TP0010,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 4 MT,350.41,125.68,125.68,700.82
1025,1,TP0012,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",327.59,57.6,57.6,327.59
1026,10,CAS00063,"CAS INOX1/4""ØX4 1/2"" 350W240V ESCUADRA",1250.0,0.0,170.16,12500.0
1027,1,BB1 1/2X1/2-300W,"BOQUILLA 11/2X1""1/2"" 300W 240V""",462.0,253.0,253.0,462.0
1028,1,TUE00376,"TUB INOX 3/8""ØX66MMØ 250W 127V CIRCULAR",596.0,0.0,28.41,596.0
1029,10,PK31A1I1A000,"TER K 3/16""ØX1"" EXT.7MTS MALLA  Z/ESPADA",699.5,286.59,286.59,6995.0
1030,3,TUS00005,"TUB INOX716Øx1421mm LONG ""M"" 3000W/220V""",799.1,168.4,168.4,2397.3
1031,14,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,150.0,78.65,78.65,2100.0
1032,6,TP0008,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,500.0,265.64,265.64,3000.0
1033,1,RP00213,REPARACION MARCADORA DE LLANTAS,960.34,91.4,91.4,960.34
1034,1,RP00214,REPARACION DE SELLADORA DE 30CM,772.0,0.0,13.33,772.0
1035,1,TUA00474,"TUB INOX 1/2""ØX500MM 9000W 240V C/PLACA",4972.3,0.0,1139.58,4972.3
1036,1,TUE00094,"TUB INOX 1/2""ØX495MM 3000W220V U PLA/ACO",1385.0,0.0,281.46,1385.0
1037,1,TUA00441,"TUB INOX 3/8""ØX235MM 3300W 230V CLIP/PLA",1848.9,406.12,406.12,1848.9
1038,2,TUA00027,"TUB INOX 1/2X903mm 3000W 120V BUSHING""",1209.8,0.0,341.41,2419.6
1039,2,TP00007,TIRA P INOX. 300mmx38mm 500W 220V TORNIL,345.0,0.0,348.92,690.0
1040,2,CS38H1020A00,"CAS INOX 3/8""ØX4"" 200W 127V EXT.30CM",528.89,0.0,68.25,1057.78
1041,1,TU5/16X230MM,"TUBULAR  J"" 5/16"" 230MM 4500W 220V""",999.91,226.23,226.23,999.91
1042,1,TU5/16X230MM,"TUBULAR  J"" 5/16"" 230MM 4500W 220V""",999.91,226.23,226.23,999.91
1043,2,TUA00009,"TUB INOX 7/16""ØX510MM ""U""8000W 440V TAP",2186.0,955.68,955.68,4372.0
1044,1,TP0005,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT,264.0,97.49,97.49,264.0
1045,1,TUE00375,"TUB INOX 7/16""ØX505MM 4500W 440V U/PLAC",2660.9,0.0,896.15,2660.9
1046,1,TUE00378,"TUB INOX 1/2""ØX746MM 30KW 440V ""U"" BRI8""",22417.6,0.0,9353.62,22417.6
1047,1,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,155.0,78.65,78.65,155.0
1048,1,TUA00475,"TUB INOX 5/16""ØX30CM 2000W 240V ""M"" BUSH",899.0,0.0,197.53,899.0
1049,1,TUS00127,"TUB INOX 1/4""ØX1105MM 900W 127V RECTA/ZA",556.7,0.0,72.88,556.7
1050,1,PJ31G1AB0600,"TER J 3/16""ØX8"" CON 1/2""-1/2"" NPT C/MAR",1103.45,0.0,400.95,1103.45
1051,1,TUA00476,"TUB COBRE 5/16""ØX158MM 1250W 127V ""J""TAP",930.0,0.0,159.65,930.0
1052,3,TEA00105,"TER K 5/16""ØX310MM CON-1/2""NPT PROC C/MA",845.29,0.0,369.66,2535.87
1053,2,TUA00033,"TUB U"" 7/16""x500mm 7000W480V 3PZ/1JGO""",2465.0,0.0,585.2,4930.0
1054,3,TUS00001,"TUB RECTA 1/2øX800mm 950W 140V""",705.5,130.97,130.97,2116.5
1055,6,TUS00002,"TUB RECTA 1/2""ØX800MMLON 1000W 73V T/TOR",705.5,0.0,143.89,4233.0
1056,6,TEA00017,"TERMOPAR ""K"" C/ELEMENTO CAL.8 X750 MM",918.0,0.0,502.32,5508.0
1057,1,TUE00379,"TUB INOX 1/2""ØX360MM 1500W 480V ESP",915.0,0.0,239.08,915.0
1058,3,TUE00377,"TUB INOX 5/16""ØX90CM 1500W 480V ""L"" TOR",715.65,0.0,103.21,2146.95
1059,4,TP00008,TIRA INOX 38MMX60CM 1000W 220V T/CENTRO,515.0,0.0,182.6,2060.0
1060,2,TUE00063,"TUB INOX 5/16""ØX362CM 5000W220 V T/CABLE",2375.5,438.39,438.39,4751.0
1061,1,TUE00129,TUE Ø 8 MM X 303 APROX 5000 W 220 V,2080.85,523.53,523.53,2080.85
1062,1,TUE00334,"TUB INOX 5/16""ØX307MM  2100W220V ""M"" CUA",1899.18,164.55,164.55,1899.18
1063,1,RP00001,REPARACION TUBO PYREX 7.2 OHMS,3298.28,33387.05,33387.05,3298.28
1064,1,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,150.0,78.65,78.65,150.0
1065,1,BB1 1/2X1/2-300W,"BOQUILLA 11/2X1""1/2"" 300W 240V""",442.75,253.0,253.0,442.75
1066,1,BB2X2ST,"BOQUILLA 2X2""  350W 240V""",462.0,220.0,220.0,462.0
1067,1,TUA00459,"TUB INOX 7/16""ØX42CM 2000W 240V ""M"" BUSH",1165.95,345.97,345.97,1165.95
1068,1,TUA00459,"TUB INOX 7/16""ØX42CM 2000W 240V ""M"" BUSH",1165.95,0.0,345.97,1165.95
1069,4,CAS00051,"CAR INOX 3/8""Øx26CMS LONG 1200W 127V CAB",763.0,0.0,71.72,3052.0
1070,4,CBS00007,"CBS INOX 3/8"" DE ØX61CMTS1200W127V TF",845.0,0.0,167.31,3380.0
1071,1,TUE00207,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",1615.0,685.68,685.68,1615.0
1072,1,TUE00207,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",1615.0,685.68,685.68,1615.0
1073,1,TUE00207,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",1615.0,685.68,685.68,1615.0
1074,1,TUE00207,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",1615.0,685.68,685.68,1615.0
1075,2,TP0011,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",485.0,144.4,144.4,970.0
1076,18,BS00006,BP S/BLINDA 300MMX698MM 2500W 230V 18BA,7780.0,816.73,1743.86,70020.0
1077,18,BS00008,BP S/BLINDA 300MMX698MM 2000W 230V 18BA,7780.0,930.34,2064.16,70020.0
1078,4,TP0001,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,125.0,48.2,48.2,500.0
1079,8,EE00071,FAB RESISTENCIA DSD CAL.12 X40CMX10CM,132.06,0.0,21.33,1056.48
1080,2,BC00006,BC INOX 144MMØ X87MM 2100W 400V SIN/CAJA,1853.25,1116.84,1116.84,3706.5
1081,2,BL00002,BL INOX 60mmØx50mm 400W 120/240V EXT30CM,852.53,0.0,55.13,1705.06
1082,2,BN00145,BAN INOX 146MMØX40MM 500W230V CINT/ALLEN,1790.5,155.35,155.35,3581.0
1083,2,BN00146,"BAN INOX 9""ØX3"" ANCH 1700W 230V T/CABLE",1900.0,253.99,253.99,3800.0
1084,1,PT00079,PT-100 7.5MMØX95MM EXT.48CM 3H C/MACHO,1280.14,0.0,477.16,1280.14
1085,10,PT00083,PT-100 6MMØX30MM EXT3MT BAY-2G RES/MALLA,978.6,0.0,518.59,9786.0
1086,5,TEA00100,TEA J 6MMØX30MM EXT.2MT RESOR/BOY2G/CLAV,732.0,0.0,136.25,3660.0
1087,3,TUE00380,"TUB INOX 7/16""ØX330MM 1100W 210V ALE/BUS",1800.0,0.0,312.11,5400.0
1088,3,TUA00053,"TUA ""U"" 1/2""Øx18"" 4kW 220V BUSHING LATON",1086.23,0.0,274.93,3258.69
1089,3,CS58L2050A00,"CAS INOX 5/8""ØX6"" 500W 240V EXT30CM",699.38,0.0,207.16,2098.14
1090,10,PRECA003,"PRECALENTADOR 2""Øx61/2""  500W127V",3220.0,667.91,667.91,32200.0
1091,4,TUA00189,"TUA ""U"" 7/16""X1000mm 5KW 440V C/TAP LAT",5790.0,0.0,1798.56,23160.0
1092,4,TP0012,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",315.0,57.6,57.6,1260.0
1093,30,ECQ-00972,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",1475.3,288.77,288.77,44259.0
1094,4,TP00010,TIRA INOX 38MMX45CM 750W220V TER/TIPO H,582.13,0.0,131.24,2328.52
1095,2,BN00266,BAN INOX 260MMØX35MM 1000W 440V EXT30CM,773.06,0.0,126.1,1546.12
1096,10,CERAISON-14-28,CERAMICO OVALADO P/ ELEMENTO C-14- 2 BAR,6.54,6.0,6.0,65.35
1097,7,TP0012,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",299.8,50.94,50.94,2098.6
1098,30,TUA00247,"TUB INOX 7/16""Øx950mm U 2777W 440V BUSHI",1102.75,0.0,751.86,33082.5
1099,3,TP0002,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,155.0,62.95,62.95,465.0
1100,2,TUE00184,"TUB INOX. 5/16""Øx1160mm 1750W120V BUSHIN",1330.35,0.0,326.25,2660.7
1101,2,TUE00382,"TUB INOX 1/2""ØX80CM 80KW 440V ""U"" PLAC",17393.06,0.0,6073.5,34786.12
1102,10,TUA00436,"TUB INOX 5/16""ØX190MM 1250W127V TAP1""NPT",825.0,332.9,332.9,8250.0
1103,1,AK00010,"AK 1/16""ØX265MM EXT1MT MALLA  C/MACHO",1283.8,0.0,131.36,1283.8
1104,4,EE00063,FABRICACIÓN ESPECIAL 1300W 115V,18869.0,0.0,1721.28,75476.0
1105,2,CS58D2030A00,"CAS INOX 5/8""ØX2"" 300W 240V EXT.30CM",581.46,0.0,144.87,1162.92
1106,2,CS12D2030A00,"CAS INOX 1/2""ØX2"" 300W 240V EXT30CM",555.06,0.0,96.17,1110.12
1107,8,TUA00200,"TUB INOX. 5/16""Øx510mm CLIP 9KW 230V TAP",3545.43,800.35,800.35,28363.44
1108,1,TUE00383,"TUB INOX 5/16""ØX390MM 3350W 240V ESP/ZAP",1370.74,0.0,328.39,1370.74
1109,1,TUA00477,"TUB INOX 7/16""ØX277MM 2000W 220V ""M"" BUS",1018.0,0.0,273.77,1018.0
1110,2,CS38D1017B00,"CAS INOX 3/8""ØX11/2"" 175W127V C/TJ EXT30",817.79,0.0,133.04,1635.58
1111,4,CAS00013,"CAS INOX. 3/8""Øx4"" LONG 500W 120V CABLE",530.64,0.0,325.23,2122.56
1112,1,TP0016,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",732.0,222.0,222.0,732.0
1113,1,TP0025,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT""",210.0,90.91,90.91,210.0
1114,1,TP0026,"TERMOPAR K 3/16Ø X 1'  1/2 EXT. 3 MT""",305.5,113.59,113.59,305.5
1115,4,TP0011,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",485.0,144.4,144.4,1940.0
1116,1,TEA00106,"TER K 1/4""ØX4"" CON1/2""-1/2"" NPT C/MAR",965.4,0.0,413.55,965.4
1117,5,TP0007,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 7 MT,606.0,236.6,236.6,3030.0
1118,10,TP0026,"TERMOPAR K 3/16Ø X 1'  1/2 EXT. 3 MT""",398.0,0.0,113.64,3980.0
1119,1,BL00060,BAN M/LUNA 190MMØX230MMX46MM 1350W127V T,1157.93,0.0,187.54,1157.93
1120,1,TUE00381,"TUB INOX 1/4""ØX1450MM ""U"" ESP 7500W440V",4500.0,0.0,1088.23,4500.0
1121,2,BP00183,BAN P COMUN 24MMØX108CM 1750W220V T/TORN,699.52,0.0,66.79,1399.04
1122,1,BB2X2ST,"BOQUILLA 2X2""  350W 240V""",462.0,220.0,220.0,462.0
1123,3,TP0012,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",299.8,0.0,59.54,899.4
1124,2,TP0002,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,155.0,62.95,62.95,310.0
1125,1,RP00216,REPARACION MUFLA DE 3600W 230V,2533.27,0.0,0.0,2533.27
1126,4,TUA00175,"TUB Ø 7/16 X 71 CM LONG ""U"" 3600W440V",2359.7,338.22,338.22,9438.8
1127,1,BP00269,BAN P INOX 155MMX80MM 343W 220V EXT30CM,772.6,0.0,49.16,772.6
1128,4,BB2X2ST,"BOQUILLA 2X2""  350W 240V""",462.07,220.0,220.0,1848.28
1129,3,EE00072,BASTIDOR RESISTENCIAS ELSTEIN 12KW 460V,1194.66,0.0,0.0,3583.98
1130,2,BN00267,BAN INOX 298MMØX50MM 1500W 240V T/TOR,932.0,0.0,207.69,1864.0
1131,2,BN00268,BAN INOX DE 176MMØX100MM 2000W 240V T/TO,730.8,0.0,126.52,1461.6
1132,1,RP00220,REPARACION HORNO 1000W 110V,1911.0,0.0,329.0,1911.0
1133,3,TUA00124,"TU ""U"" Ø 8 MM X 500 MM 3000 W 220V",1572.45,600.03,600.03,4717.35
1134,10,TP0011,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",485.0,0.0,144.4,4850.0
1135,6,TUA00478,"TUB INOX 7/16""ØX495MM 3000W 240V BUSH",1127.46,0.0,355.3,6764.76
1136,1,47980590,"TUBULAR U"" 11mmØx510mm 3kW 460V 3pz""",1800.0,2392.5,2392.5,1800.0
1137,1,47980626,"BANDA MED. LUNA 22.1/2""x6"" 3kW 460V",1130.5,421.11,421.11,1130.5
1138,1,BP00259,"BAN P INOX 5 1/2""X5 1/2"" 660W220V EX30CM",675.97,89.76,89.76,675.97
1139,1,BP00260,"BAN P INOX 5 1/2""X4 1/2"" 600W220V ESPEC",730.17,72.34,72.34,730.17
1140,10,TUE00112,"TUB ""J"" Ø 3/8 X 1155 MM TOTAL 2400 W 440",1677.0,0.0,521.39,16770.0
1141,5,TUE00113,"TU ""J"" Ø 3/8 X 1155 MM 2400W 440V TERMOS",2445.0,0.0,1627.09,12225.0
1142,4,CS38H1040A11,"CAS INOX 3/8""ØX4"" 400W 127V EXT 1M/SOGUI",698.0,0.0,0.0,2792.0
1143,20,ECQ-00972,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",1475.3,0.0,315.51,29506.0
1144,3,ECQ-01444,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",3053.25,640.51,640.51,9159.75
1145,1,TUA00475,"TUB INOX 5/16""ØX30CM 2000W 240V ""M"" BUSH",899.0,0.0,197.53,899.0
1146,6,TUS00109,"TUB INOX 7/16""ØX72CM 1000W 220V RECTA",619.5,0.0,76.71,3717.0
1147,1,TUE00385,"TUB INOX 1/4""ØX215MMX175MM 820W110V CUAD",699.5,0.0,70.7,699.5
1148,1,TU5/16X215V240W,"TUB INOX 5/16""ØX215MM 1500W 240V U 1""NPT",650.0,316.45,316.45,650.0
1149,6,70001691,CALTA 8MM Ø X 240 MM 500 W 220 V RECTO,413.4,0.0,93.3,2480.4
1150,10,70001693,CARTUCHO 8MMØ X290MM 500W 220V,415.0,0.0,100.7,4150.0
1151,10,70001694,CARTUCHO Ø 8 MM X340 MM 500W 220 V,407.0,124.77,124.77,4070.0
1152,10,70001696,CARTUCHO Ø 8MM X 520 MM 500 W 220 V,541.25,0.0,132.16,5412.5
1153,7,70001697,CARTUCHO DE 8MM X 590MM LONG. 500W 220V,708.0,0.0,138.9,4956.0
1154,10,70001698,CARTUCHO ESC.Ø 8MM X 325 MM 500W 220V,488.0,0.0,119.27,4880.0
1155,10,70007685,"CARTUCHO ALTA 1/4 Ø X 12 500 W 220V""",1615.25,0.0,52.12,16152.5
1156,3,TUE00207,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",2056.2,586.32,586.32,6168.6
1157,1,BP00270,BAN P INOX 121MMX121MM 250W 240V ESP,662.57,0.0,47.84,662.57
1158,1,BP00271,BAN P INOX 255MMX120MM 1250W 240V T/TOR,815.07,0.0,99.37,815.07
1159,1,BP00272,BAN P INOX 260MMX186MM 1800W 240V T/TOR,876.98,0.0,142.2,876.98
